"Cylinders","EngineSize","DriveWheels","FuelCostperYear","FuelType","Make","Model","Transmission","UCity","UHighway","VechileClass","Year","Guzzler"
4,2.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Eagle","Summit Wagon","Automatic 4-spd",21.1111,30,"Midsize-Large Station Wagons",1993,NA
8,5,"Rear-Wheel Drive",2800,"Regular Gasoline","GMC","G15/25 Rally 2WD","Automatic 4-spd",15,22,"Vans",1985,NA
4,2.4,"Front-Wheel Drive",1950,"Regular Gasoline","Eagle","Summit Wagon","Automatic 4-spd",22,33.3333,"Midsize-Large Station Wagons",1993,NA
4,2.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Eagle","Summit Wagon","Manual 5-spd",21.1111,31,"Midsize-Large Station Wagons",1993,NA
4,2.4,"Front-Wheel Drive",1900,"Regular Gasoline","Eagle","Summit Wagon","Manual 5-spd",23.3333,36,"Midsize-Large Station Wagons",1993,NA
6,3,"Front-Wheel Drive",1900,"Regular Gasoline","Ford","Taurus Wagon","Automatic 4-spd",23,38,"Midsize-Large Station Wagons",1993,NA
6,3.8,"Front-Wheel Drive",1950,"Regular Gasoline","Ford","Taurus Wagon","Automatic 4-spd",21,35,"Midsize-Large Station Wagons",1993,NA
6,3,"Front-Wheel Drive",1900,"Regular Gasoline","Mercury","Sable Wagon","Automatic 4-spd",23,38,"Midsize-Large Station Wagons",1993,NA
6,3.8,"Front-Wheel Drive",1950,"Regular Gasoline","Mercury","Sable Wagon","Automatic 4-spd",21,35,"Midsize-Large Station Wagons",1993,NA
4,2.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Mitsubishi","Expo","Automatic 4-spd",21.1111,30,"Midsize-Large Station Wagons",1993,NA
4,2.4,"Front-Wheel Drive",1950,"Regular Gasoline","Mitsubishi","Expo","Automatic 4-spd",22,33.3333,"Midsize-Large Station Wagons",1993,NA
4,2.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Mitsubishi","Expo","Manual 5-spd",21.1111,31,"Midsize-Large Station Wagons",1993,NA
8,5.7,"Rear-Wheel Drive",3050,"Regular Gasoline","GMC","G15/25 Rally 2WD","Automatic 4-spd",14,22,"Vans",1985,NA
4,2.4,"Front-Wheel Drive",1900,"Regular Gasoline","Mitsubishi","Expo","Manual 5-spd",23.3333,35.8974,"Midsize-Large Station Wagons",1993,NA
4,1.8,"Front-Wheel Drive",1700,"Regular Gasoline","Mitsubishi","Expo.LRV","Automatic 4-spd",26,36,"Midsize-Large Station Wagons",1993,NA
4,1.8,"4-Wheel or All-Wheel Drive",1950,"Regular Gasoline","Mitsubishi","Expo.LRV","Automatic 4-spd",23,32,"Midsize-Large Station Wagons",1993,NA
4,1.8,"Front-Wheel Drive",1700,"Regular Gasoline","Mitsubishi","Expo.LRV","Manual 5-spd",26,37,"Midsize-Large Station Wagons",1993,NA
4,1.8,"4-Wheel or All-Wheel Drive",1900,"Regular Gasoline","Mitsubishi","Expo.LRV","Manual 5-spd",24.4444,33,"Midsize-Large Station Wagons",1993,NA
4,2.4,"Front-Wheel Drive",1950,"Regular Gasoline","Mitsubishi","Expo.LRV","Automatic 4-spd",22,33.3333,"Midsize-Large Station Wagons",1993,NA
4,2.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Mitsubishi","Expo.LRV","Automatic 4-spd",21.1111,30,"Midsize-Large Station Wagons",1993,NA
4,2.4,"Front-Wheel Drive",1900,"Regular Gasoline","Mitsubishi","Expo.LRV","Manual 5-spd",23.3333,36,"Midsize-Large Station Wagons",1993,NA
4,2.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Mitsubishi","Expo.LRV","Manual 5-spd",21.1111,31,"Midsize-Large Station Wagons",1993,NA
4,2.2,"Front-Wheel Drive",1900,"Regular Gasoline","Oldsmobile","Cutlass Cruiser","Automatic 3-spd",23,37,"Midsize-Large Station Wagons",1993,NA
8,6.2,"Rear-Wheel Drive",2300,"Diesel","GMC","G15/25 Rally 2WD","Automatic 4-spd",19,30,"Vans",1985,NA
6,3.3,"Front-Wheel Drive",2100,"Regular Gasoline","Oldsmobile","Cutlass Cruiser","Automatic 3-spd",21.1111,33,"Midsize-Large Station Wagons",1993,NA
6,3.3,"Front-Wheel Drive",1900,"Regular Gasoline","Oldsmobile","Cutlass Cruiser","Automatic 4-spd",22,37,"Midsize-Large Station Wagons",1993,NA
6,3,"Front-Wheel Drive",2500,"Premium Gasoline","Mitsubishi","Diamante Wagon","Automatic 4-spd",21,32,"Midsize-Large Station Wagons",1993,NA
4,1.8,"Front-Wheel Drive",1700,"Regular Gasoline","Plymouth","Colt Vista","Automatic 4-spd",26,36,"Midsize-Large Station Wagons",1993,NA
4,1.8,"4-Wheel or All-Wheel Drive",1950,"Regular Gasoline","Plymouth","Colt Vista","Automatic 4-spd",23,32,"Midsize-Large Station Wagons",1993,NA
4,1.8,"Front-Wheel Drive",1700,"Regular Gasoline","Plymouth","Colt Vista","Manual 5-spd",26,37,"Midsize-Large Station Wagons",1993,NA
4,1.8,"4-Wheel or All-Wheel Drive",1900,"Regular Gasoline","Plymouth","Colt Vista","Manual 5-spd",24.4444,33,"Midsize-Large Station Wagons",1993,NA
4,2.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Plymouth","Colt Vista","Automatic 4-spd",21.1111,30,"Midsize-Large Station Wagons",1993,NA
4,2.4,"Front-Wheel Drive",1950,"Regular Gasoline","Plymouth","Colt Vista","Automatic 4-spd",22,33.3333,"Midsize-Large Station Wagons",1993,NA
4,2.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Plymouth","Colt Vista","Manual 5-spd",21.1111,31,"Midsize-Large Station Wagons",1993,NA
4,2.2,"Front-Wheel Drive",2350,"Premium Gasoline","Dodge","Charger","Manual 5-spd",21,37,"Subcompact Cars",1985,NA
8,6.2,"Rear-Wheel Drive",2450,"Diesel","GMC","G15/25 Rally 2WD","Manual 4-spd",20,26.9231,"Vans",1985,NA
4,2.4,"Front-Wheel Drive",1900,"Regular Gasoline","Plymouth","Colt Vista","Manual 5-spd",23.3333,36,"Midsize-Large Station Wagons",1993,NA
4,2.2,"Front-Wheel Drive",1900,"Regular Gasoline","Toyota","Camry Wagon","Automatic 4-spd",23,36,"Midsize-Large Station Wagons",1993,NA
6,3,"Front-Wheel Drive",2100,"Regular Gasoline","Toyota","Camry Wagon","Automatic 4-spd",20,31,"Midsize-Large Station Wagons",1993,NA
4,2,"Front-Wheel Drive",1900,"Regular Gasoline","Volkswagen","Passat Wagon","Automatic 4-spd",22,37,"Midsize-Large Station Wagons",1993,NA
4,2,"Front-Wheel Drive",1800,"Regular Gasoline","Volkswagen","Passat Wagon","Manual 5-spd",23,39,"Midsize-Large Station Wagons",1993,NA
6,2.8,"Front-Wheel Drive",2200,"Regular Gasoline","Volkswagen","Passat Wagon","Automatic 4-spd",19,31,"Midsize-Large Station Wagons",1993,NA
6,2.8,"Front-Wheel Drive",1950,"Regular Gasoline","Volkswagen","Passat Wagon","Manual 5-spd",21,35,"Midsize-Large Station Wagons",1993,NA
4,2.3,"Rear-Wheel Drive",1950,"Regular Gasoline","Volvo","240 Wagon","Automatic 4-spd",22,32.0513,"Midsize-Large Station Wagons",1993,NA
4,2.3,"Rear-Wheel Drive",1900,"Regular Gasoline","Volvo","240 Wagon","Manual 5-spd",23,35,"Midsize-Large Station Wagons",1993,NA
4,2.3,"Rear-Wheel Drive",2100,"Regular Gasoline","Volvo","940 Wagon","Automatic 4-spd",21,30,"Midsize-Large Station Wagons",1993,NA
8,5.7,"Rear-Wheel Drive",3600,"Regular Gasoline","GMC","G35 Rally 2WD","Automatic 4-spd",12,17,"Vans",1985,NA
4,2.3,"Rear-Wheel Drive",1950,"Regular Gasoline","Volvo","940 Wagon","Automatic 4-spd",21,35,"Midsize-Large Station Wagons",1993,NA
6,2.9,"Rear-Wheel Drive",2200,"Regular Gasoline","Volvo","960 Wagon","Automatic 4-spd",19,32,"Midsize-Large Station Wagons",1993,NA
8,5.7,"Rear-Wheel Drive",2300,"Regular Gasoline","Buick","Roadmaster Wagon","Automatic 4-spd",18,32,"Midsize-Large Station Wagons",1993,NA
8,5,"Rear-Wheel Drive",2200,"Regular Gasoline","Chevrolet","Caprice Wagon","Automatic 4-spd",18.8889,32,"Midsize-Large Station Wagons",1993,NA
8,5.7,"Rear-Wheel Drive",2300,"Regular Gasoline","Chevrolet","Caprice Wagon","Automatic 4-spd",18,32,"Midsize-Large Station Wagons",1993,NA
4,2.5,"Rear-Wheel Drive",1950,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Automatic 4-spd",22,33.3333,"Small Pickup Trucks",1993,NA
4,2.5,"Rear-Wheel Drive",1800,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Manual 5-spd",25,35,"Small Pickup Trucks",1993,NA
6,2.8,"Rear-Wheel Drive",2100,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Manual 5-spd",21,32,"Small Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2200,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Automatic 4-spd",20,29,"Small Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2200,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Manual 5-spd",20,30.7692,"Small Pickup Trucks",1993,NA
4,2.5,"Rear-Wheel Drive",1950,"Regular Gasoline","GMC","Safari 2WD (passenger)","Automatic 4-spd",23,33,"Vans",1985,NA
4,2.4,"Rear-Wheel Drive",1950,"Regular Gasoline","Nissan","Truck 2WD","Automatic 4-spd",23,33,"Small Pickup Trucks",1993,NA
4,2.4,"Rear-Wheel Drive",1800,"Regular Gasoline","Nissan","Truck 2WD","Manual 5-spd",26,35,"Small Pickup Trucks",1993,NA
6,3,"Rear-Wheel Drive",2200,"Regular Gasoline","Nissan","Truck 2WD","Manual 5-spd",21,29,"Small Pickup Trucks",1993,NA
4,2.4,"Rear-Wheel Drive",2100,"Regular Gasoline","Dodge","Ram 50 Pickup 2WD","Automatic 4-spd",21,29,"Small Pickup Trucks",1993,NA
4,2.4,"Rear-Wheel Drive",2100,"Regular Gasoline","Dodge","Ram 50 Pickup 2WD","Manual 5-spd",21.1111,31,"Small Pickup Trucks",1993,NA
4,2.5,"Rear-Wheel Drive",1950,"Regular Gasoline","GMC","Sonoma 2WD","Automatic 4-spd",22,33.3333,"Small Pickup Trucks",1993,NA
4,2.5,"Rear-Wheel Drive",1800,"Regular Gasoline","GMC","Sonoma 2WD","Manual 5-spd",25,35,"Small Pickup Trucks",1993,NA
6,2.8,"Rear-Wheel Drive",2100,"Regular Gasoline","GMC","Sonoma 2WD","Manual 5-spd",21,32,"Small Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2200,"Regular Gasoline","GMC","Sonoma 2WD","Automatic 4-spd",20,29,"Small Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2600,"Premium Gasoline","GMC","Sonoma 2WD","Automatic 4-spd",19,31,"Small Pickup Trucks",1993,NA
4,2.5,"Rear-Wheel Drive",1900,"Regular Gasoline","GMC","Safari 2WD (passenger)","Manual 4-spd",24,33,"Vans",1985,NA
6,4.3,"Rear-Wheel Drive",2200,"Regular Gasoline","GMC","Sonoma 2WD","Manual 5-spd",20,30.7692,"Small Pickup Trucks",1993,NA
4,2.3,"Rear-Wheel Drive",1950,"Regular Gasoline","Isuzu","Pickup 2WD","Manual 5-spd",24,31,"Small Pickup Trucks",1993,NA
4,2.6,"Rear-Wheel Drive",2100,"Regular Gasoline","Isuzu","Pickup 2WD","Automatic 4-spd",21.1111,30,"Small Pickup Trucks",1993,NA
4,2.6,"Rear-Wheel Drive",2200,"Regular Gasoline","Isuzu","Pickup 2WD","Manual 5-spd",20,30,"Small Pickup Trucks",1993,NA
4,2.4,"Rear-Wheel Drive",2100,"Regular Gasoline","Mitsubishi","Truck 2WD","Automatic 4-spd",21,29,"Small Pickup Trucks",1993,NA
4,2.4,"Rear-Wheel Drive",2100,"Regular Gasoline","Mitsubishi","Truck 2WD","Manual 5-spd",21.1111,31,"Small Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2300,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Automatic 4-spd",18.8889,27,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2300,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Manual 5-spd",19,28,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2450,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Manual 5-spd",17,27,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2450,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Manual 5-spd",18,26.9231,"Standard Pickup Trucks",1993,NA
4,2.5,"Rear-Wheel Drive",1800,"Regular Gasoline","GMC","Safari 2WD (passenger)","Manual 5-spd",24.4444,36,"Vans",1985,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Automatic 4-spd",16.6667,24,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Manual 5-spd",16,24.359,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Automatic 4-spd",16,24,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Manual 5-spd",15,24,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Manual 5-spd",14.4444,22,"Standard Pickup Trucks",1993,NA
8,7.4,"Rear-Wheel Drive",3950,"Regular Gasoline","Chevrolet","C1500 Pickup 2WD","Automatic 4-spd",11,16,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2300,"Regular Gasoline","Chevrolet","Pickup 2500 2WD","Automatic 4-spd",18,27,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Pickup 2500 2WD","Manual 5-spd",17,27,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Pickup 2500 2WD","Manual 5-spd",18,26.9231,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2800,"Regular Gasoline","Chevrolet","Pickup 2500 2WD","Automatic 4-spd",16,23,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2300,"Regular Gasoline","GMC","Safari 2WD (passenger)","Automatic 4-spd",19,27,"Vans",1985,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","Chevrolet","Pickup 2500 2WD","Manual 5-spd",16,24.359,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","Chevrolet","Pickup 2500 2WD","Automatic 4-spd",16,24,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","Chevrolet","Pickup 2500 2WD","Manual 5-spd",14.4444,23.0769,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",3050,"Regular Gasoline","Chevrolet","Pickup 2500 2WD","Manual 5-spd",14,22,"Standard Pickup Trucks",1993,NA
4,2.5,"Rear-Wheel Drive",1800,"Regular Gasoline","Dodge","Dakota Pickup 2WD","Manual 5-spd",24.4444,35,"Standard Pickup Trucks",1993,NA
6,3.9,"Rear-Wheel Drive",2450,"Regular Gasoline","Dodge","Dakota Pickup 2WD","Automatic 4-spd",17,25,"Standard Pickup Trucks",1993,NA
6,3.9,"Rear-Wheel Drive",2450,"Regular Gasoline","Dodge","Dakota Pickup 2WD","Manual 5-spd",18,28,"Standard Pickup Trucks",1993,NA
8,5.2,"Rear-Wheel Drive",2800,"Regular Gasoline","Dodge","Dakota Pickup 2WD","Automatic 4-spd",16,23,"Standard Pickup Trucks",1993,NA
6,3.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Dodge","D100/D150 Pickup 2WD","Automatic 3-spd",17,22,"Standard Pickup Trucks",1993,NA
6,3.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Dodge","D100/D150 Pickup 2WD","Automatic 4-spd",17,25,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2450,"Regular Gasoline","GMC","Safari 2WD (passenger)","Manual 4-spd",18,26.9231,"Vans",1985,NA
6,3.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Dodge","D100/D150 Pickup 2WD","Manual 5-spd",17,24,"Standard Pickup Trucks",1993,NA
8,5.2,"Rear-Wheel Drive",3050,"Regular Gasoline","Dodge","D100/D150 Pickup 2WD","Automatic 4-spd",14,21.7949,"Standard Pickup Trucks",1993,NA
8,5.2,"Rear-Wheel Drive",3050,"Regular Gasoline","Dodge","D100/D150 Pickup 2WD","Manual 5-spd",14.4444,22,"Standard Pickup Trucks",1993,NA
8,5.9,"Rear-Wheel Drive",3050,"Regular Gasoline","Dodge","D100/D150 Pickup 2WD","Automatic 4-spd",13.3333,21,"Standard Pickup Trucks",1993,NA
8,5.9,"Rear-Wheel Drive",3300,"Regular Gasoline","Dodge","D100/D150 Pickup 2WD","Manual 5-spd",12.2222,19,"Standard Pickup Trucks",1993,NA
6,3.9,"Rear-Wheel Drive",2800,"Regular Gasoline","Dodge","D250 Pickup 2WD","Automatic 3-spd",16.6667,21.7949,"Standard Pickup Trucks",1993,NA
6,3.9,"Rear-Wheel Drive",3050,"Regular Gasoline","Dodge","D250 Pickup 2WD","Manual 5-spd",14,22,"Standard Pickup Trucks",1993,NA
8,5.2,"Rear-Wheel Drive",3050,"Regular Gasoline","Dodge","D250 Pickup 2WD","Automatic 4-spd",14,21.7949,"Standard Pickup Trucks",1993,NA
8,5.2,"Rear-Wheel Drive",3050,"Regular Gasoline","Dodge","D250 Pickup 2WD","Manual 5-spd",14.4444,21.7949,"Standard Pickup Trucks",1993,NA
8,5.9,"Rear-Wheel Drive",3050,"Regular Gasoline","Dodge","D250 Pickup 2WD","Automatic 4-spd",13.3333,21,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2300,"Regular Gasoline","GMC","Safari 2WD (passenger)","Manual 5-spd",19,28.2051,"Vans",1985,NA
8,5.9,"Rear-Wheel Drive",3300,"Regular Gasoline","Dodge","D250 Pickup 2WD","Manual 5-spd",12.2222,19,"Standard Pickup Trucks",1993,NA
4,2.5,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Jeep","Comanche Pickup 4WD","Manual 4-spd",22,28,"Standard Pickup Trucks",1993,NA
4,2.5,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Jeep","Comanche Pickup 4WD","Manual 5-spd",21,28.2051,"Standard Pickup Trucks",1993,NA
6,4,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Jeep","Comanche Pickup 4WD","Automatic 4-spd",16.6667,25,"Standard Pickup Trucks",1993,NA
6,4,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Jeep","Comanche Pickup 4WD","Manual 5-spd",18,26,"Standard Pickup Trucks",1993,NA
6,4.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F150 Pickup 2WD","Automatic 4-spd",16.6667,25,"Standard Pickup Trucks",1993,NA
6,4.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F150 Pickup 2WD","Manual 4-spd",18,23,"Standard Pickup Trucks",1993,NA
6,4.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F150 Pickup 2WD","Manual 5-spd",16.6667,25,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F150 Pickup 2WD","Automatic 4-spd",16,24.359,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F150 Pickup 2WD","Automatic 4-spd",16,24.359,"Standard Pickup Trucks",1993,NA
4,2,"Rear-Wheel Drive",1950,"Regular Gasoline","Toyota","Van 2WD","Automatic 4-spd",23.3333,30,"Vans",1985,NA
8,5,"Rear-Wheel Drive",2800,"Regular Gasoline","Ford","F150 Pickup 2WD","Manual 4-spd",17,21,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F150 Pickup 2WD","Manual 5-spd",16.6667,24.359,"Standard Pickup Trucks",1993,NA
8,5.8,"Rear-Wheel Drive",3050,"Regular Gasoline","Ford","F150 Pickup 2WD","Automatic 4-spd",13.3333,21.7949,"Standard Pickup Trucks",1993,NA
6,4.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F250 Pickup 2WD","Automatic 4-spd",16.6667,24.359,"Standard Pickup Trucks",1993,NA
6,4.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F250 Pickup 2WD","Manual 4-spd",18,23,"Standard Pickup Trucks",1993,NA
6,4.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F250 Pickup 2WD","Manual 5-spd",16.6667,25,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2800,"Regular Gasoline","Ford","F250 Pickup 2WD","Automatic 4-spd",16,24,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2800,"Regular Gasoline","Ford","F250 Pickup 2WD","Manual 4-spd",17,21.7949,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F250 Pickup 2WD","Manual 5-spd",17,24.359,"Standard Pickup Trucks",1993,NA
8,5.8,"Rear-Wheel Drive",3300,"Regular Gasoline","Ford","F250 Pickup 2WD","Automatic 4-spd",13,20,"Standard Pickup Trucks",1993,NA
4,2,"Rear-Wheel Drive",1900,"Regular Gasoline","Toyota","Van 2WD","Manual 5-spd",25,32,"Vans",1985,NA
4,2.3,"Rear-Wheel Drive",1950,"Regular Gasoline","Ford","Ranger Pickup 2WD","Automatic 4-spd",23,30.7692,"Standard Pickup Trucks",1993,NA
4,2.3,"Rear-Wheel Drive",1800,"Regular Gasoline","Ford","Ranger Pickup 2WD","Manual 5-spd",25,35.8974,"Standard Pickup Trucks",1993,NA
6,3,"Rear-Wheel Drive",2200,"Regular Gasoline","Ford","Ranger Pickup 2WD","Automatic 4-spd",20,30.7692,"Standard Pickup Trucks",1993,NA
6,3,"Rear-Wheel Drive",2100,"Regular Gasoline","Ford","Ranger Pickup 2WD","Manual 5-spd",21,32.0513,"Standard Pickup Trucks",1993,NA
6,4,"Rear-Wheel Drive",2300,"Regular Gasoline","Ford","Ranger Pickup 2WD","Automatic 4-spd",19,28,"Standard Pickup Trucks",1993,NA
6,4,"Rear-Wheel Drive",2200,"Regular Gasoline","Ford","Ranger Pickup 2WD","Manual 5-spd",20,30.7692,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2300,"Regular Gasoline","GMC","Sierra 1500 2WD","Automatic 4-spd",18.8889,27,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2300,"Regular Gasoline","GMC","Sierra 1500 2WD","Manual 5-spd",19,28,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2450,"Regular Gasoline","GMC","Sierra 1500 2WD","Manual 5-spd",17,27,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2450,"Regular Gasoline","GMC","Sierra 1500 2WD","Manual 5-spd",18,26.9231,"Standard Pickup Trucks",1993,NA
4,1.5,"Front-Wheel Drive",1450,"Regular Gasoline","Dodge","Colt","Automatic 3-spd",33,41,"Subcompact Cars",1985,NA
4,1.9,"Rear-Wheel Drive",2450,"Regular Gasoline","Volkswagen","Vanagon 2WD","Automatic 3-spd",18,24,"Vans",1985,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","GMC","Sierra 1500 2WD","Automatic 4-spd",16.6667,24,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","GMC","Sierra 1500 2WD","Manual 5-spd",16,24.359,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","GMC","Sierra 1500 2WD","Automatic 4-spd",16,24,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","GMC","Sierra 1500 2WD","Manual 5-spd",15,24,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","GMC","Sierra 1500 2WD","Manual 5-spd",14.4444,22,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2300,"Regular Gasoline","GMC","Sierra 2500 2WD","Automatic 4-spd",18,27,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2450,"Regular Gasoline","GMC","Sierra 2500 2WD","Manual 5-spd",17,27,"Standard Pickup Trucks",1993,NA
6,4.3,"Rear-Wheel Drive",2450,"Regular Gasoline","GMC","Sierra 2500 2WD","Manual 5-spd",18,26.9231,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2800,"Regular Gasoline","GMC","Sierra 2500 2WD","Automatic 4-spd",16,23,"Standard Pickup Trucks",1993,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","GMC","Sierra 2500 2WD","Manual 5-spd",16,24,"Standard Pickup Trucks",1993,NA
4,1.9,"Rear-Wheel Drive",2300,"Regular Gasoline","Volkswagen","Vanagon 2WD","Manual 4-spd",20,25,"Vans",1985,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","GMC","Sierra 2500 2WD","Automatic 4-spd",16,24,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",2800,"Regular Gasoline","GMC","Sierra 2500 2WD","Manual 5-spd",14.4444,23.0769,"Standard Pickup Trucks",1993,NA
8,5.7,"Rear-Wheel Drive",3050,"Regular Gasoline","GMC","Sierra 2500 2WD","Manual 5-spd",14,22,"Standard Pickup Trucks",1993,NA
4,2.2,"Rear-Wheel Drive",1950,"Regular Gasoline","Mazda","B2200/B2600i","Automatic 4-spd",22.2222,32,"Standard Pickup Trucks",1993,NA
4,2.2,"Rear-Wheel Drive",1950,"Regular Gasoline","Mazda","B2200/B2600i","Manual 5-spd",23,33,"Standard Pickup Trucks",1993,NA
4,2.2,"Rear-Wheel Drive",1950,"Regular Gasoline","Mazda","B2200/B2600i","Automatic 4-spd",23,33,"Standard Pickup Trucks",1993,NA
4,2.2,"Rear-Wheel Drive",1800,"Regular Gasoline","Mazda","B2200/B2600i","Manual 5-spd",26.6667,33.3333,"Standard Pickup Trucks",1993,NA
4,2.6,"Rear-Wheel Drive",2100,"Regular Gasoline","Mazda","B2200/B2600i","Automatic 4-spd",21,31,"Standard Pickup Trucks",1993,NA
